incident_type,severity,affected_people,injured_people,trapped_people,vulnerable_people,children_count,elderly_count,waiting_time_hours,priority_level
Structural Collapse,medium,33,0,0,8,12,1,35.6,medium
Chemical Spill,high,192,153,0,13,40,35,17.2,critical
Earthquake,medium,44,38,0,8,14,4,1.9,critical
Medical,medium,4,1,0,1,0,0,42.5,medium
Earthquake,low,42,3,0,5,10,0,17.7,medium
Fire,low,0,0,0,0,0,0,6.7,low
Medical,low,17,12,0,5,1,0,47.5,high
Fire,low,38,6,29,4,0,0,18.1,critical
Chemical Spill,high,47,43,0,1,14,4,12.7,critical
Structural Collapse,high,60,0,0,13,4,3,17.5,medium
Fire,low,1,0,0,0,0,0,0.4,low
Medical,medium,48,35,9,0,3,2,10.9,critical
Earthquake,critical,421,0,0,91,122,49,41.9,high
Structural Collapse,medium,36,19,9,9,9,0,15.7,critical
Chemical Spill,medium,38,38,0,3,13,7,29.1,critical
Fire,low,33,26,0,4,12,1,42.5,critical
Medical,low,26,0,0,1,9,3,16.5,low
Earthquake,high,42,0,0,8,6,3,43.8,medium
Chemical Spill,medium,11,0,0,0,0,0,27.0,medium
Earthquake,medium,39,0,0,4,15,6,25.0,medium
Fire,low,35,0,15,7,13,1,0.4,medium
Earthquake,critical,334,0,174,90,99,40,18.3,critical
Medical,low,21,0,0,2,0,0,9.1,low
Structural Collapse,low,16,8,0,1,3,2,10.4,high
Earthquake,high,36,0,0,0,7,3,31.4,medium
Fire,medium,1,0,0,0,0,0,20.1,medium
Flood,low,41,0,0,11,7,7,34.8,low
Fire,low,25,0,0,6,6,1,1.2,low
Structural Collapse,medium,19,10,4,2,4,2,13.2,high
Medical,critical,203,105,39,57,77,9,7.7,critical
Chemical Spill,medium,37,0,0,3,13,1,22.3,medium
Structural Collapse,low,10,0,0,2,0,0,19.1,low
Earthquake,low,10,0,0,1,0,2,16.0,low
Earthquake,low,14,0,0,2,5,0,34.4,low
Fire,low,2,0,1,0,0,0,12.0,low
Flood,medium,44,0,40,13,7,4,21.0,critical
Earthquake,critical,427,335,235,103,145,33,20.9,critical
Flood,critical,456,341,50,62,124,21,28.4,critical
Earthquake,medium,35,21,18,8,2,3,28.1,critical
Structural Collapse,medium,48,0,10,10,18,5,27.2,medium
Medical,low,18,0,0,5,5,3,28.1,low
Fire,low,11,8,0,0,3,2,45.5,medium
Chemical Spill,high,193,0,0,55,75,7,41.7,high
Chemical Spill,medium,17,3,0,2,5,2,11.7,high
Fire,low,45,34,0,9,9,9,12.3,critical
Earthquake,critical,112,0,0,31,26,17,31.4,high
Chemical Spill,critical,14,0,0,3,0,0,32.2,medium
Flood,medium,16,15,0,2,3,2,28.2,high
Chemical Spill,critical,342,0,62,51,22,29,10.1,critical
Chemical Spill,high,115,43,0,25,26,12,26.4,critical
Structural Collapse,low,18,0,0,0,5,0,13.9,low
Structural Collapse,low,8,7,0,2,1,0,35.0,medium
Fire,low,13,9,0,2,5,2,2.2,medium
Structural Collapse,medium,4,0,0,1,0,0,33.0,medium
Earthquake,medium,20,0,0,0,1,0,16.0,medium
Flood,high,8,0,7,0,3,1,40.6,critical
Flood,low,26,0,0,7,4,4,42.8,low
Medical,low,16,0,1,3,5,1,13.7,low
Fire,medium,16,8,0,4,2,2,27.6,high
Structural Collapse,high,141,127,0,23,9,19,34.7,critical
Flood,low,13,0,0,0,2,2,36.6,low
Medical,high,12,0,9,0,0,0,28.1,critical
Fire,low,21,0,0,2,2,4,10.9,low
Chemical Spill,low,1,0,1,0,0,0,7.6,high
Fire,low,11,8,0,2,3,0,2.6,low
Chemical Spill,medium,9,0,2,2,1,0,12.4,medium
Earthquake,low,3,0,2,0,0,0,20.9,high
Flood,low,37,0,0,0,8,3,2.3,low
Chemical Spill,critical,148,3,0,42,53,23,44.5,high
Structural Collapse,critical,278,154,274,25,52,50,38.5,critical
Structural Collapse,critical,97,0,10,22,20,3,29.0,high
Flood,medium,37,1,32,10,14,7,21.7,critical
Medical,medium,7,5,1,2,1,1,15.1,medium
Fire,critical,443,0,0,13,63,40,20.2,high
Fire,high,69,0,17,12,24,7,0.6,high
Chemical Spill,low,17,14,0,2,4,3,5.3,high
Earthquake,medium,36,26,0,9,2,2,4.7,critical
Chemical Spill,high,46,0,41,6,3,2,8.1,critical
Structural Collapse,high,185,100,0,22,56,26,30.4,critical
Flood,low,15,11,0,4,5,3,10.2,high
Structural Collapse,critical,290,0,0,57,66,39,3.4,high
Flood,low,29,21,0,1,1,4,37.2,high
Structural Collapse,low,32,31,18,0,11,6,13.5,critical
Chemical Spill,low,1,0,0,0,0,0,38.2,low
Medical,high,93,0,0,8,28,11,9.3,medium
Structural Collapse,low,3,3,1,0,0,0,28.5,low
Medical,low,21,7,0,3,6,3,30.3,high
Chemical Spill,medium,12,0,0,2,0,0,14.9,medium
Chemical Spill,low,4,0,0,0,1,0,33.0,low
Structural Collapse,high,35,0,1,0,9,3,15.9,medium
Earthquake,medium,24,2,0,7,6,0,38.0,high
Structural Collapse,medium,47,0,0,0,8,8,8.4,low
Medical,medium,37,12,0,2,5,5,47.0,high
Fire,medium,15,0,7,0,6,1,38.1,medium
Chemical Spill,medium,46,10,13,5,11,0,7.2,critical
Flood,critical,489,0,0,44,8,29,34.2,high
Flood,medium,24,6,0,2,5,1,10.6,high
Structural Collapse,high,23,0,0,2,2,0,0.4,low
Medical,medium,41,0,0,0,3,5,46.7,medium
Flood,high,17,0,0,2,5,0,19.3,medium
Flood,high,9,3,5,0,3,0,12.4,critical
Chemical Spill,low,34,20,0,0,7,2,13.4,high
Earthquake,low,14,11,2,1,5,1,11.8,high
Medical,low,33,10,0,2,6,4,15.2,high
Flood,medium,34,10,0,3,0,5,25.9,high
Chemical Spill,low,39,0,0,0,14,7,5.0,low
Earthquake,critical,176,0,0,31,28,21,16.6,high
Medical,medium,22,14,12,6,0,3,2.6,critical
Flood,low,26,5,0,5,10,5,39.6,medium
Earthquake,medium,34,0,0,8,0,5,1.1,low
Earthquake,low,26,0,0,5,10,3,8.4,low
Fire,low,25,0,0,4,0,5,19.0,low
Medical,low,27,7,1,8,5,0,47.5,high
Structural Collapse,critical,127,3,0,29,11,23,5.1,high
Fire,medium,37,0,6,9,14,6,26.0,medium
Structural Collapse,low,3,0,0,0,0,0,8.2,low
Earthquake,low,46,8,0,2,11,4,3.4,medium
Structural Collapse,medium,30,0,0,4,4,6,22.7,medium
Earthquake,medium,40,0,0,7,5,8,42.6,medium
Earthquake,critical,443,0,372,119,136,33,8.7,critical
Earthquake,high,152,0,148,41,25,11,37.8,critical
Chemical Spill,medium,22,5,11,4,3,2,18.8,critical
Earthquake,low,42,0,8,4,14,1,38.7,medium
Flood,low,35,7,0,6,13,3,36.0,high
Earthquake,critical,303,171,285,86,64,40,5.1,critical
Chemical Spill,medium,27,0,7,1,2,5,29.0,medium
Flood,high,187,9,0,33,42,10,25.9,high
Chemical Spill,high,155,0,0,21,52,3,3.5,medium
Earthquake,medium,14,2,1,1,2,0,5.1,low
Earthquake,high,140,0,0,11,26,7,38.2,high
Medical,high,146,0,0,24,45,24,12.7,high
Fire,critical,294,120,0,22,32,7,46.4,critical
Medical,high,20,5,10,0,6,0,5.9,critical
Earthquake,low,6,0,0,1,2,1,14.6,low
Medical,medium,42,27,0,8,4,4,38.4,critical
Fire,low,34,0,6,7,3,3,22.0,medium
Fire,low,44,0,0,13,15,0,14.5,low
Chemical Spill,medium,14,0,1,4,1,2,1.2,low
Fire,low,2,0,0,0,0,0,3.5,low
Flood,critical,76,0,0,18,29,8,28.3,medium
Chemical Spill,low,39,6,0,3,10,7,4.0,medium
Medical,low,9,4,0,2,2,1,17.1,low
Medical,medium,25,7,0,7,5,0,35.7,high
Medical,low,35,0,0,9,3,4,20.4,low
Fire,medium,2,0,0,0,0,0,43.1,medium
Chemical Spill,medium,6,1,0,1,2,0,36.2,medium
Fire,low,0,0,0,0,0,0,3.7,low
Fire,medium,46,0,22,7,8,2,9.6,high
Structural Collapse,high,27,0,0,3,1,2,2.7,low
Chemical Spill,critical,243,2,0,51,27,5,41.1,high
Earthquake,low,32,0,20,0,6,0,17.4,high
Fire,high,17,1,12,2,4,3,5.3,critical
Structural Collapse,medium,20,4,0,4,7,3,16.9,high
Earthquake,medium,18,9,0,0,4,0,23.1,medium
Earthquake,low,12,0,8,1,1,2,2.9,high
Chemical Spill,medium,48,0,0,9,8,4,17.4,medium
Chemical Spill,low,47,18,0,5,17,1,28.2,high
Structural Collapse,high,22,5,2,2,8,4,8.7,high
Medical,medium,6,0,3,1,2,1,26.2,medium
Earthquake,medium,20,0,17,6,5,1,46.4,high
Fire,low,15,13,0,2,6,3,41.4,high
Fire,low,19,0,0,1,0,2,11.1,low
Chemical Spill,medium,7,0,0,0,0,0,14.4,medium
Fire,medium,13,2,4,3,1,2,15.5,high
Earthquake,high,123,72,39,11,16,22,39.0,critical
Chemical Spill,medium,46,0,3,7,15,7,33.9,medium
Flood,critical,291,0,0,34,69,36,44.8,high
Chemical Spill,critical,11,5,0,3,0,1,13.5,high
Earthquake,medium,3,1,0,0,1,0,39.4,medium
Chemical Spill,high,108,103,0,5,5,2,30.1,critical
Structural Collapse,high,198,74,168,2,28,17,40.1,critical
Chemical Spill,critical,196,180,0,13,9,2,33.9,critical
Earthquake,medium,7,2,0,1,1,0,37.9,medium
Flood,medium,22,12,0,0,1,4,37.2,medium
Earthquake,high,49,0,0,2,12,0,9.1,medium
Chemical Spill,high,138,108,107,33,20,19,4.0,critical
Chemical Spill,low,10,8,0,2,2,2,12.0,high
Flood,medium,9,6,0,0,0,0,16.1,medium
Earthquake,low,19,0,3,2,4,2,3.4,low
Flood,critical,131,115,0,4,17,15,36.8,critical
Chemical Spill,critical,90,0,0,6,17,12,37.9,medium
Chemical Spill,critical,135,10,0,23,6,17,3.0,high
Chemical Spill,low,2,0,0,0,0,0,16.3,low
Chemical Spill,high,153,0,0,14,16,18,33.4,high
Flood,low,15,6,0,4,1,2,34.5,medium
Flood,low,4,4,0,1,1,0,17.1,low
Structural Collapse,low,12,10,10,3,0,1,33.0,critical
Flood,medium,23,0,0,6,5,0,44.2,medium
Chemical Spill,high,58,0,0,15,2,3,28.0,medium
Chemical Spill,low,33,6,0,1,0,5,20.7,medium
Flood,low,9,0,9,2,1,0,26.4,high
Fire,low,18,0,0,0,4,1,6.1,low
Earthquake,high,102,0,0,20,4,1,31.9,high
Medical,medium,0,0,0,0,0,0,47.6,medium
Fire,low,42,0,0,5,13,1,29.2,low
Earthquake,high,70,69,0,19,24,1,12.4,critical
Medical,high,146,2,0,5,30,22,3.8,high
Structural Collapse,low,38,31,25,0,15,2,2.8,critical
Chemical Spill,low,37,0,0,11,4,4,32.0,low
Earthquake,low,4,4,0,1,1,0,45.3,low
Earthquake,low,43,8,0,1,17,6,27.7,high
Fire,high,103,89,0,12,29,7,31.6,critical
Medical,medium,43,43,0,9,14,7,34.8,critical
Structural Collapse,critical,299,0,50,51,38,57,41.2,critical
Flood,high,84,0,0,16,23,16,3.1,low
Flood,medium,21,14,0,0,3,0,20.1,medium
Structural Collapse,critical,428,173,0,89,48,61,31.9,critical
Flood,medium,17,5,4,1,0,0,1.9,medium
Medical,high,94,5,0,11,7,18,24.8,high
Structural Collapse,medium,4,0,0,1,1,0,5.6,low
Structural Collapse,high,73,0,30,0,6,13,19.2,critical
Medical,high,81,0,34,12,14,13,24.3,critical
Structural Collapse,high,27,2,0,8,3,2,19.5,high
Earthquake,low,20,12,0,4,8,1,38.8,high
Fire,low,0,0,0,0,0,0,15.5,low
Chemical Spill,medium,13,0,0,0,3,1,25.8,medium
Medical,low,40,0,9,12,6,4,44.1,medium
Medical,medium,34,0,0,0,4,5,35.8,medium
Medical,low,45,0,0,1,18,8,15.3,low
Flood,medium,2,0,0,0,0,0,36.1,medium
Chemical Spill,low,41,0,10,5,15,8,1.5,low
Chemical Spill,low,44,0,28,3,5,0,20.9,high
Chemical Spill,medium,48,0,0,10,15,8,43.7,medium
Structural Collapse,low,20,19,4,3,3,3,1.9,high
Flood,medium,47,0,26,4,1,1,17.6,critical
Medical,medium,42,0,0,7,16,4,28.9,medium
Structural Collapse,low,48,0,0,9,4,9,39.6,low
Earthquake,critical,177,101,0,13,62,16,10.0,critical
Structural Collapse,high,54,22,0,4,3,7,19.6,critical
Medical,medium,43,3,0,7,0,5,27.3,high
Flood,low,39,38,0,0,4,0,22.7,high
Flood,high,6,0,3,1,1,0,34.8,medium
Flood,low,3,0,0,0,1,0,24.9,low
Earthquake,low,19,0,0,1,6,0,6.4,low
Fire,high,41,0,0,2,12,8,11.0,medium
Flood,critical,127,36,114,28,34,20,13.1,critical
Chemical Spill,medium,11,7,0,3,2,0,9.3,medium
Structural Collapse,high,124,0,0,9,16,18,31.8,high
Chemical Spill,low,38,0,0,7,2,6,0.0,low
Earthquake,high,37,3,22,10,3,0,45.8,critical
Fire,medium,31,0,2,5,2,5,37.6,medium
Structural Collapse,critical,299,0,0,62,75,9,27.4,high
Structural Collapse,medium,6,0,0,0,1,1,17.3,medium
Structural Collapse,high,23,0,12,0,3,0,18.9,high
Fire,high,10,0,0,0,3,2,2.6,low
Flood,high,49,0,0,11,0,2,42.1,medium
Flood,critical,72,0,7,2,2,0,29.1,high
Chemical Spill,medium,15,3,0,2,6,1,23.9,high
Earthquake,medium,5,4,2,0,2,0,28.9,medium
Earthquake,high,109,0,0,1,38,4,39.5,high
Chemical Spill,low,44,0,0,11,9,1,45.8,low
Structural Collapse,high,78,52,78,14,3,15,36.5,critical
Chemical Spill,medium,12,0,2,2,0,1,16.7,medium
Medical,critical,103,0,47,30,13,11,12.1,critical
Flood,low,17,6,0,2,3,0,13.5,low
Medical,high,35,0,19,0,1,2,44.3,high
Medical,critical,373,0,0,17,93,62,31.9,high
Medical,medium,33,21,0,8,9,1,5.5,high
Structural Collapse,high,47,40,35,2,10,2,7.0,critical
Fire,critical,429,90,389,102,37,34,28.8,critical
Chemical Spill,low,30,25,0,0,1,4,39.2,high
Chemical Spill,medium,31,0,27,3,1,1,3.1,high
Flood,low,42,12,32,2,3,4,27.2,critical
Fire,low,29,2,25,8,1,5,32.6,critical
Earthquake,high,98,0,0,0,2,7,34.4,medium
Flood,low,7,0,0,2,2,1,30.3,low
Fire,high,38,6,0,4,11,5,2.8,high
Chemical Spill,low,15,0,0,0,3,1,2.2,low
Flood,critical,239,0,0,8,7,45,15.6,high
Earthquake,medium,3,0,0,0,1,0,27.9,medium
Flood,high,47,32,30,2,16,2,7.1,critical
Chemical Spill,critical,153,0,0,16,48,20,27.5,high
Flood,medium,47,0,6,3,13,6,6.4,medium
Chemical Spill,low,2,1,0,0,0,0,13.0,low
Chemical Spill,critical,348,0,0,34,68,49,15.8,high
Flood,low,32,0,0,6,2,6,38.9,low
Fire,low,20,9,3,0,5,1,26.6,high
Medical,high,121,18,0,20,14,2,46.2,critical
Chemical Spill,critical,229,0,82,62,66,29,17.5,critical
Earthquake,medium,35,0,0,9,5,0,30.0,medium
Structural Collapse,medium,8,3,0,0,1,1,34.8,medium
Flood,high,25,0,2,1,7,0,7.9,medium
Fire,high,77,19,0,18,4,10,36.6,critical
Flood,high,154,137,134,8,24,13,13.8,critical
Structural Collapse,critical,106,0,63,4,6,21,37.3,critical
Flood,critical,291,17,163,7,17,19,9.4,critical
Flood,critical,56,2,0,7,7,10,26.1,high
Flood,medium,33,13,0,0,11,2,43.6,high
Flood,critical,104,0,5,23,13,0,39.1,high
Chemical Spill,low,9,2,6,2,1,0,47.3,high
Earthquake,high,118,0,21,8,31,23,2.9,high
Medical,critical,370,282,57,45,65,24,36.4,critical
Fire,low,43,0,0,0,11,6,42.9,low
Earthquake,critical,162,0,0,6,56,11,0.1,medium
Medical,low,5,0,5,0,2,1,45.0,high
Fire,low,1,0,1,0,0,0,10.1,high
Fire,medium,46,7,22,2,11,4,21.6,critical
Earthquake,low,20,0,0,5,8,1,21.6,low
Structural Collapse,medium,22,0,0,3,2,3,47.7,medium
Flood,low,23,0,19,1,4,4,3.4,medium
Chemical Spill,critical,34,0,0,9,0,5,1.0,medium
Flood,critical,139,0,0,34,21,3,47.8,high
Flood,critical,92,34,0,4,0,3,44.4,critical
Chemical Spill,medium,43,21,0,6,8,4,7.8,critical
Fire,medium,18,12,0,2,5,2,1.8,high
Medical,low,21,0,0,3,5,4,26.6,low
Earthquake,high,57,0,0,3,3,1,0.5,low
Chemical Spill,critical,256,0,0,18,14,27,27.5,high
Flood,low,24,10,7,1,1,3,6.6,high
Structural Collapse,high,135,0,0,32,21,18,21.9,high
Structural Collapse,low,5,0,0,1,2,0,7.9,low
Structural Collapse,low,3,3,2,0,0,0,11.0,high
Earthquake,high,95,91,0,27,2,15,40.4,critical
Flood,low,8,1,3,2,3,1,2.6,medium
Flood,high,94,25,0,4,14,15,1.9,critical
Medical,low,30,7,12,6,3,3,35.6,critical
Structural Collapse,high,76,20,15,14,2,0,28.5,critical
Medical,high,5,0,0,1,0,0,21.4,medium
Structural Collapse,critical,117,46,0,29,29,16,42.3,critical
Fire,low,2,0,2,0,0,0,14.2,high
Medical,low,27,0,0,2,2,5,24.4,low
Chemical Spill,medium,3,0,0,0,1,0,3.8,low
Earthquake,high,151,105,144,0,44,28,35.7,critical
Chemical Spill,low,3,0,0,0,1,0,45.8,low
Chemical Spill,low,39,4,0,5,6,0,10.3,medium
Medical,low,25,15,20,5,7,5,45.3,critical
Fire,critical,286,0,14,68,76,50,23.5,high
Earthquake,low,46,0,0,9,16,0,23.2,low
Structural Collapse,medium,7,7,5,2,2,0,8.1,critical
Fire,medium,0,0,0,0,0,0,8.8,low
Earthquake,critical,157,8,103,9,60,12,3.3,critical
Earthquake,medium,47,0,0,7,6,8,15.7,medium
Fire,medium,25,0,25,3,1,3,3.7,high
Flood,critical,359,232,0,71,43,29,29.8,critical
Chemical Spill,low,14,0,0,2,4,0,47.9,low
Structural Collapse,low,11,0,0,3,0,1,38.6,low
Chemical Spill,medium,22,3,5,0,1,1,45.5,medium
Fire,medium,31,4,17,0,8,6,30.2,critical
Chemical Spill,critical,425,0,0,55,4,75,2.4,medium
Flood,medium,33,0,0,1,1,3,9.1,low
Chemical Spill,low,32,12,0,4,1,3,18.0,high
Chemical Spill,medium,18,0,0,2,6,1,18.0,medium
Medical,critical,150,135,0,8,0,3,33.6,critical
Chemical Spill,critical,499,0,0,76,57,31,27.5,high
Structural Collapse,high,16,4,0,4,1,1,9.0,high
Structural Collapse,high,92,3,0,21,29,14,23.1,high
Fire,high,122,65,0,30,47,6,34.2,critical
Fire,high,165,12,37,23,19,16,32.2,critical
Fire,critical,19,19,0,1,3,2,40.6,critical
Earthquake,high,47,0,0,2,0,6,4.8,medium
Chemical Spill,critical,436,0,0,113,115,48,33.6,high
Fire,critical,416,0,0,104,78,52,1.3,medium
Earthquake,high,10,2,4,1,2,1,41.4,medium
Chemical Spill,critical,282,0,0,69,77,21,22.2,high
Fire,medium,15,0,5,1,3,3,12.9,medium
Flood,high,195,0,0,23,49,16,30.4,high
Fire,critical,141,0,51,40,51,25,3.1,critical
Chemical Spill,critical,16,0,0,0,1,3,7.0,medium
Fire,low,15,3,14,4,6,3,22.5,critical
Earthquake,medium,44,19,0,12,1,4,22.7,critical
Flood,high,98,0,0,8,34,11,12.3,medium
Medical,medium,33,0,0,3,6,2,14.3,medium
Flood,low,45,0,0,10,3,9,26.6,low
Chemical Spill,critical,270,0,0,81,45,4,43.9,high
Earthquake,low,11,8,0,1,1,1,32.2,medium
Earthquake,low,27,23,0,1,6,3,23.2,high
Chemical Spill,low,27,7,22,7,3,5,5.5,critical
Medical,medium,40,0,0,10,1,1,41.0,medium
Flood,low,36,0,0,1,11,5,7.9,low
Earthquake,medium,15,0,3,1,4,0,26.2,medium
Structural Collapse,medium,16,0,0,4,4,2,28.2,medium
Chemical Spill,medium,6,3,0,0,2,0,23.2,medium
Chemical Spill,low,8,0,0,1,1,1,45.0,low
Earthquake,critical,333,0,0,72,3,47,30.6,high
Structural Collapse,medium,45,6,24,12,2,5,32.9,critical
Fire,high,115,0,0,13,30,9,19.0,high
Structural Collapse,high,198,0,0,56,29,36,6.3,medium
Structural Collapse,high,116,32,0,23,24,18,0.8,critical
Earthquake,medium,26,0,0,6,0,5,45.5,medium
Fire,high,133,0,0,18,3,5,41.5,high
Earthquake,critical,194,0,0,53,27,18,23.4,high
Structural Collapse,medium,6,0,0,1,0,1,8.5,low
Medical,low,41,0,22,3,9,7,3.9,medium
Flood,low,13,0,0,2,4,1,9.8,low
Medical,low,44,1,0,1,11,4,36.9,medium
Flood,high,192,0,0,48,20,34,42.9,high
Flood,high,35,0,0,5,12,4,35.1,medium
Fire,low,1,1,0,0,0,0,17.6,low
Fire,critical,474,347,0,124,21,14,1.6,critical
Earthquake,low,14,0,0,3,5,0,25.0,low
Fire,high,189,0,0,54,65,33,24.9,high
Flood,critical,149,0,0,24,28,27,3.1,medium
Fire,medium,43,4,0,12,4,2,12.4,high
Structural Collapse,low,37,0,0,10,7,6,6.1,low
Structural Collapse,low,17,1,0,0,1,1,27.1,low
Fire,medium,18,0,0,3,5,3,18.7,medium
Earthquake,low,35,26,0,0,8,3,43.3,critical
Chemical Spill,high,195,0,0,16,48,35,8.1,medium
Earthquake,high,144,98,0,39,53,1,10.0,critical
Flood,high,147,61,0,36,40,12,6.4,critical
Flood,low,19,0,0,1,1,2,29.5,low
Earthquake,low,7,0,0,0,1,0,40.7,low
Earthquake,low,23,0,0,0,2,4,47.8,low
Flood,critical,136,74,0,9,42,22,42.1,critical
Structural Collapse,high,130,53,0,17,52,17,11.0,critical
Medical,low,0,0,0,0,0,0,5.2,low
Medical,high,42,0,3,2,11,2,21.7,medium
Earthquake,medium,44,0,6,0,0,4,17.0,medium
Earthquake,medium,19,0,10,5,1,0,30.7,critical
Structural Collapse,medium,8,0,8,0,0,1,5.1,high
Fire,medium,3,0,0,0,1,0,35.8,medium
Chemical Spill,high,61,0,0,7,17,5,2.6,low
Chemical Spill,medium,1,0,0,0,0,0,2.8,low
Earthquake,low,45,0,17,11,6,4,41.6,medium
Chemical Spill,critical,59,20,54,3,0,5,16.4,critical
Chemical Spill,medium,19,0,6,1,5,2,6.4,medium
Medical,low,38,10,0,6,4,6,36.8,high
Medical,low,8,0,0,1,3,0,32.4,low
Medical,low,32,0,22,9,12,6,12.5,high
Medical,high,6,5,1,1,1,1,42.4,medium
Fire,critical,404,230,0,3,24,71,17.9,critical
Medical,high,29,0,0,0,2,0,14.2,medium
Earthquake,high,48,0,0,1,3,3,9.8,medium
Flood,low,10,8,0,1,1,2,8.3,low
Fire,critical,376,59,0,67,12,17,13.2,critical
Fire,low,26,0,0,4,5,5,5.4,low
Chemical Spill,low,10,0,2,1,2,0,35.1,low
Medical,medium,16,0,4,2,5,1,39.9,medium
Chemical Spill,high,68,0,0,10,22,1,3.0,low
Flood,medium,2,0,0,0,0,0,18.1,medium
Chemical Spill,low,1,0,0,0,0,0,16.0,low
Flood,medium,49,49,24,4,5,1,25.6,critical
Fire,medium,26,0,0,4,6,0,26.4,medium
Fire,critical,64,0,0,3,20,5,26.4,medium
Flood,low,44,0,9,7,10,7,3.2,low
Chemical Spill,low,23,8,16,3,8,3,33.7,critical
Fire,medium,10,0,0,3,1,2,8.5,low
Structural Collapse,high,26,0,0,4,6,4,0.1,low
Flood,high,138,28,0,24,54,16,32.1,critical
Medical,low,29,0,0,1,8,0,34.0,low
Fire,low,15,0,0,3,5,0,16.2,low
Structural Collapse,medium,28,7,0,6,11,4,3.3,high
Medical,medium,3,2,0,0,1,0,40.9,medium
Structural Collapse,medium,7,1,0,1,0,1,20.6,medium
Fire,high,56,55,0,11,22,10,14.0,critical
Fire,low,21,0,0,3,6,1,0.8,low
Fire,medium,6,3,0,1,0,1,9.4,medium
Chemical Spill,high,76,54,0,7,20,8,19.6,critical
Medical,low,37,11,0,5,3,0,9.8,high
Fire,high,117,0,37,13,13,16,23.7,critical
Fire,medium,39,0,0,9,6,6,30.2,medium
Fire,low,9,1,0,0,2,0,14.0,low
Medical,medium,36,32,28,4,2,2,12.3,critical
Flood,critical,23,0,0,6,2,2,25.5,medium
Fire,high,26,13,17,2,0,2,19.1,critical
Flood,high,156,0,0,30,56,13,19.1,high
Chemical Spill,medium,16,0,11,0,1,1,2.4,critical
Structural Collapse,critical,150,105,0,2,6,10,10.1,critical
Structural Collapse,high,147,38,0,9,2,29,23.5,critical
Medical,high,198,0,0,31,38,31,38.0,high
Fire,medium,21,12,0,0,3,0,36.6,medium
Structural Collapse,low,21,0,0,2,4,0,33.2,low
Structural Collapse,low,21,0,0,5,6,2,34.0,low
Chemical Spill,low,42,0,0,2,13,1,47.8,low
Chemical Spill,low,18,3,0,0,4,1,29.3,low
Fire,high,41,0,0,8,9,3,37.5,medium
Medical,critical,444,0,0,132,69,25,15.5,high
Fire,low,20,0,0,1,5,2,24.5,low
Earthquake,low,33,0,13,2,6,4,16.4,medium
Earthquake,medium,5,0,0,1,2,0,5.2,low
Earthquake,low,22,14,0,4,8,4,34.2,high
Structural Collapse,low,40,0,0,3,3,4,42.3,low
Flood,low,32,7,4,6,3,5,2.5,medium
Fire,high,40,19,15,2,1,2,40.3,critical
Earthquake,high,173,92,0,23,3,20,16.5,critical
Medical,critical,24,0,0,6,4,3,5.9,medium
Flood,high,160,2,0,3,30,10,25.4,high
Structural Collapse,medium,43,0,0,0,7,4,3.7,low
Structural Collapse,critical,388,0,0,99,38,15,36.2,high
Flood,medium,2,0,0,0,0,0,12.9,medium
Structural Collapse,medium,3,0,1,0,0,0,27.2,medium
Chemical Spill,low,3,2,0,0,0,0,7.5,low
Fire,low,10,10,0,0,1,2,4.4,low
Structural Collapse,critical,378,0,0,2,43,41,23.9,high
Medical,medium,12,8,0,2,1,0,44.7,medium
Fire,low,5,0,0,1,0,1,16.4,low
Medical,low,7,2,3,0,0,1,30.2,low
Structural Collapse,critical,323,74,278,47,127,21,35.4,critical
Medical,critical,281,65,0,27,46,38,8.0,critical
Structural Collapse,high,37,7,0,9,1,4,26.8,high
Structural Collapse,critical,137,53,0,23,17,9,43.9,critical
Medical,critical,451,448,0,133,36,74,24.1,critical
Flood,low,2,0,1,0,0,0,27.0,low
Earthquake,low,3,2,0,0,0,0,17.0,low
Flood,critical,257,0,0,6,21,4,27.0,high
Earthquake,low,24,10,0,0,7,1,14.7,high
Earthquake,low,35,0,0,9,10,0,16.6,low
Flood,critical,279,0,0,76,69,43,7.5,high
Fire,critical,270,2,0,63,105,33,9.8,high
Fire,low,25,0,0,0,2,2,23.7,low
Earthquake,low,4,4,0,1,1,0,3.0,low
Fire,low,33,3,2,6,7,1,47.4,medium
Chemical Spill,low,4,0,0,1,1,0,25.0,low
Chemical Spill,low,7,0,3,1,2,1,17.7,low
Structural Collapse,medium,0,0,0,0,0,0,5.9,low
Fire,low,14,0,0,4,0,2,42.7,low
Fire,critical,153,0,0,6,46,21,4.4,high
Medical,medium,16,0,0,1,1,2,19.3,medium
Medical,high,27,0,0,8,5,4,31.8,medium
Structural Collapse,low,2,0,0,0,0,0,2.5,low
Earthquake,high,102,0,0,16,38,15,17.7,high
Medical,high,151,0,0,26,6,29,47.7,high
Flood,low,12,0,0,2,2,1,9.8,low
Flood,high,55,0,0,15,7,9,32.7,medium
Medical,low,37,0,0,6,6,5,17.0,low
Flood,low,17,0,0,3,4,0,0.2,low
Chemical Spill,medium,39,10,0,9,10,0,1.3,high
Earthquake,medium,17,5,0,0,1,2,21.0,medium
Fire,medium,37,2,0,2,13,4,15.6,high
Earthquake,medium,41,34,0,0,2,2,10.8,critical
Flood,low,4,0,0,1,0,0,1.5,low
Earthquake,medium,10,0,0,1,1,0,29.8,medium
Chemical Spill,low,35,0,14,0,1,6,7.0,medium
